Food code,Food group,Food code description,Energy (kcal)*,Water (g),Protein (g),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),Hydroxyproline (g),Total lipid (Fat) (g),"Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),13:0 (g),14:0 (g),15:0 (g),16:0 (g),17:0 (g),18:0 (g),20:0 (g),22:0 (g),24:0 (g),"Fatty acids, total monounsaturated (g)",14:1 (g),15:1 (g),16:1 undifferentiated (g),16:1 c (g),16:1 t (g),17:1 (g),18:1 undifferentiated (g),18:1 c (g),18:1 t (g),18:1-11 t (18:1t n-7) (g),20:1 (g),22:1 undifferentiated (g),22:1 c (g),22:1 t (g),24:1 c (g),"Fatty acids, total polyunsaturated (g)",18:2 undifferentiated (g),"C 18:2, cis, n-6 (Linoleic Acid) (g)",18:2 CLAs (g),"18:2 t,t (g)",18:2 i (g),18:2 t not further defined (g),18:3 undifferentiated (g),"C 18:3, cis, n-3 (Alpha-Linolenic Acid) (g)","18:3 n-6 c,c,c (g)",18:3i (g),18:4 (g),"20:2 n-6 c,c (g)",20:3 undifferentiated (g),20:3 n-3 (g),20:3 n-6 (g),20:4 undifferentiated (g),20:4 n-6 (g),20:5 n-3 (EPA) (g),21:5 (g),22:4 (g),22:5 n-3 (DPA) (g),22:6 n-3 (DHA) (g),"Fatty acids, total trans (g)","Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",Cholesterol (mg),Phytosterols (mg),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),Carbohydrate (g),"Fibre, total dietary (g)","Sugars, total (g)","Sugars, added (g)",Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Ash (g),Ca (mg),Fe (mg),Mg (mg),P (mg),K (mg),Na (mg),Zn (mg),Cu (mg),Mn (mg),Se (mcg),F (mcg),Phytic acid (mg),Vit A (mg),Vit A-RAE (mcg),Vit A-RE (mcg),Lycopene (mcg),Lutein + zeaxanthin (mcg),Retinol (mcg),Beta-carotene equivalents (mcg),"Carotene, alpha (mcg)","Cryptoxanthin, beta (mcg)",Vit D (D2 +D3) (mcg),Vit D2 (ergocalciferol) (mcg),Vit D3 (cholecalciferol) (mcg),Vit E (mg),"Vit E, added (mg)","Tocopherol, alpha (mg)","Tocopherol, beta (mg)","Tocopherol, gamma (mg)","Tocopherol, delta (mg)","Tocotrienol, alpha (mg)","Tocotrienol, beta (mg)","Tocotrienol, gamma (mg)","Tocotrienol, delta (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Niacin equivalents (mg),Pantothenic acid (mg),Vit B6 (mg),"Folate, total (mcg)",Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg)","Choline, total (mg)",Betaine (mg),Vit B12 (mcg),"Vit B12, added (mcg)",Vit C (mg),Vit K (phylloquinone) (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Alcohol, ethyl (g)",Caffeine (mg),Theobromine (mg)
2027,"Starchy roots, bananas and tubers","Sweet potato, brown skin, peeled, boiled, drained (without salt)",101,72,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.8,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.2,21,0.4,10,23,311,16,0.25,n/a,n/a,0,n/a,n/a,n/a,8,16,n/a,n/a,0,95,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.05,0.03,0.6,n/a,n/a,n/a,n/a,n/a,10,10,n/a,n/a,0,n/a,13,n/a,n/a,n/a,n/a,n/a,n/a
2028,"Starchy roots, bananas and tubers","Sweetpotato, orange, biofortified, boiled, drained (without salt)",77,78.7,1.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.6,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7,26,0.5,13,31,200,8,0.45,n/a,n/a,0,n/a,n/a,n/a,491,981,n/a,n/a,0,5890,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.02,0.04,0.8,n/a,n/a,n/a,n/a,n/a,7,7,n/a,n/a,0,n/a,22,n/a,n/a,n/a,n/a,n/a,n/a
2029,"Starchy roots, bananas and tubers","Sweet potato, pink skin, boiled, drained (without salt)",83,76.8,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.6,3.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.3,13,0.9,17,57,198,9,0.13,n/a,n/a,0,n/a,n/a,n/a,1,2,n/a,n/a,0,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.05,0.03,0.5,n/a,n/a,n/a,n/a,n/a,9,9,n/a,n/a,0,n/a,16,n/a,n/a,n/a,n/a,n/a,n/a
2030,"Starchy roots, bananas and tubers","Yam, white, boiled, drained (without salt)",118,67.4,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.9,4.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.2,16,0.8,17,60,248,8,0.26,n/a,n/a,1,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.09,0.02,0.3,n/a,n/a,n/a,n/a,n/a,10,10,n/a,n/a,0,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a
3001,Legumes and pulses,"Beans, broad, dry, raw",305,10.9,25.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.53,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.6,22.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.29,96,5.19,135,431,1190,25,3.55,n/a,n/a,8,n/a,n/a,n/a,2,5,n/a,n/a,0,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.56,0.33,2.41,n/a,n/a,n/a,n/a,n/a,250,250,n/a,n/a,0,n/a,1.4,n/a,n/a,n/a,n/a,n/a,n/a
3002,Legumes and pulses,"Beans, broad, fresh, raw",82,75,7.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.7,7.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.3,26,1.6,29,427,275,2,1.1,n/a,n/a,8,n/a,n/a,n/a,16,32,n/a,n/a,0,195,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.12,0.14,2,n/a,n/a,n/a,n/a,n/a,284,284,n/a,n/a,0,n/a,41,n/a,n/a,n/a,n/a,n/a,n/a
3003,Legumes and pulses,"Beans, cluster, fresh, raw",55,82.9,6.19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.4,4.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4,121,5.6,73,50,301,4,0.61,n/a,n/a,2,n/a,n/a,n/a,20,40,n/a,n/a,0,241,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.09,0.03,0.7,n/a,n/a,n/a,n/a,n/a,41,41,n/a,n/a,0,n/a,49,n/a,n/a,n/a,n/a,n/a,n/a
3004,Legumes and pulses,"Beans, kidney, dry, raw",305,12.1,20.5,0.19,0.95,1.25,2.02,1.43,0.2711,0.0984,1.22,0.64,1.49,1.26,0.525,0.96,2.94,3.56,0.88,0.9,1.18,n/a,2,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.1802,n/a,0.0371,0.0077,0.013,0.0117,0.1763,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1593,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0068,n/a,n/a,n/a,n/a,n/a,n/a,n/a,40.6,21.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6,106,6.4,103,600,872,22,2.78,n/a,n/a,4,n/a,n/a,n/a,1,1,n/a,n/a,0,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.35,0.18,2.4,n/a,n/a,n/a,n/a,n/a,272,272,n/a,n/a,0,n/a,0.3,n/a,n/a,n/a,n/a,n/a,n/a
3005,Legumes and pulses,"Beans, lima, dry, raw",299,13.6,22.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.63,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.7,18.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.5,64,9.9,158,387,1447,7,2.6,n/a,n/a,6,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.53,0.16,1.5,n/a,n/a,n/a,n/a,n/a,381,381,n/a,n/a,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a
3006,Legumes and pulses,"Bean, red, fresh, raw",131,61.6,12.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.6,9.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,12,2.4,18,100,490,3,1,n/a,n/a,2,n/a,n/a,n/a,2,3,n/a,n/a,0,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.18,0.11,2,n/a,n/a,n/a,n/a,n/a,130,130,n/a,n/a,0,n/a,27,n/a,n/a,n/a,n/a,n/a,n/a
3007,Legumes and pulses,"Beans, shellie, canned, solid & liquids",27,90.7,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8,3.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.2,29,1,15,30,109,334,0.27,n/a,n/a,2,n/a,n/a,n/a,11,23,n/a,n/a,0,137,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03,0.05,0.21,n/a,n/a,n/a,n/a,n/a,18,18,n/a,n/a,0,n/a,3.1,n/a,n/a,n/a,n/a,n/a,n/a
3008,Legumes and pulses,"Bonavist, dry, raw",319,10.3,23.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,45.3,16.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.4,59,7.13,145,334,1000,18,2.49,n/a,n/a,8,n/a,n/a,n/a,0,1,n/a,n/a,0,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.59,0.17,2.86,n/a,n/a,n/a,n/a,n/a,23,23,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
3009,Legumes and pulses,"Bonavist, fresh, raw",124,63.3,5.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.8,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,31,2.5,380,118,762,6,1.12,n/a,n/a,5,n/a,n/a,n/a,43,86,n/a,n/a,0,519,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.54,0.14,0.52,n/a,n/a,n/a,n/a,n/a,188,188,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
3010,Legumes and pulses,"Chick peas, whole, dry, raw",323,9.9,22.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.3,25.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.1,235,6.8,160,284,1030,25,3.37,n/a,n/a,41,n/a,569,n/a,15,29,n/a,n/a,0,175,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.48,0.16,2.1,n/a,n/a,n/a,n/a,n/a,400,400,n/a,n/a,0,n/a,8,n/a,n/a,n/a,n/a,n/a,n/a
3011,Legumes and pulses,"Cowpeas, dry, raw",313,12.4,25.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43.3,14.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6,112,5.97,322,276,1380,22,3.37,n/a,n/a,n/a,n/a,543,n/a,2,3,n/a,n/a,0,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9,0.15,2.4,n/a,n/a,n/a,n/a,n/a,439,439,n/a,n/a,0,n/a,1.5,n/a,n/a,n/a,n/a,n/a,n/a
3012,Legumes and pulses,"Cowpeas, fresh, raw",125,63.8,4.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.5,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.7,200,1.7,81,84,685,6,1.61,n/a,n/a,4,n/a,n/a,n/a,65,130,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.14,0.1,2.3,n/a,n/a,n/a,n/a,n/a,267,267,n/a,n/a,0,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a
3013,Legumes and pulses,"Flour, soya, full fat",437,7,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22,9.41,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.37,200,6.25,421,484,2470,12.7,3.84,n/a,n/a,7,n/a,n/a,n/a,6,12,n/a,n/a,0,71,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,0.3,4.2,n/a,n/a,n/a,n/a,n/a,338,338,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
3014,Legumes and pulses,"Flour, soya, low fat",361,7,45,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.68,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17.8,15.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.9,240,9.1,278,658,2040,9,4,n/a,n/a,57,n/a,n/a,n/a,2,4,n/a,n/a,0,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,0.4,2.9,n/a,n/a,n/a,n/a,n/a,282,282,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
3015,Legumes and pulses,"Garden peas, fresh, raw",93,72.5,7.9,0.0665,0.225,0.38,0.655,0.62,0.0499,0.0507,0.36,0.29,0.43,0.42,0.215,0.495,0.625,1.34,0.28,0.385,0.245,n/a,0.7,0.56,n/a,n/a,n/a,n/a,n/a,n/a,0.0076,n/a,0.1007,n/a,0.0293,n/a,n/a,n/a,0.1591,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.2616,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.8,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,28.2,2.63,30.15,108,249,3.66,4.65,n/a,n/a,2,n/a,162,n/a,30,60,n/a,n/a,0,363,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.29,0.13,2.3,n/a,n/a,n/a,n/a,n/a,216,216,n/a,n/a,0,n/a,38.4,n/a,n/a,n/a,n/a,n/a,n/a
3016,Legumes and pulses,"Garden peas, dry, raw",324,10.3,20.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47.8,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.5,58,4.8,117,321,933,17,3.21,n/a,n/a,50,n/a,408,n/a,5,11,n/a,n/a,0,64,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.88,0.17,2.6,n/a,n/a,n/a,n/a,n/a,110,110,n/a,n/a,0,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a
